MP NAME,WORK,CATEGORY,STATE,CONSTITUENCY,IDA,CITY,WARD,BLOCK,VILLAGE,RECOMMENDED DATE,ALLOCATION AMOUNT,IDA APPROVAL,STATUS,HOUSE,,,,,,
Shri Vivek K Tankha,NA - Construction of additional rooms and halls in the existing public and community building,Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR JABALPUR_IDA,Jabalpur,Gwarighat,,,23-06-2023,250000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
Shri Vivek K Tankha,NA - Installing community drinking water plants,Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR JABALPUR_IDA,Katangi,Katangi,,,23-06-2023,46588,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
Shri Vivek K Tankha,NA - Installing community drinking water plants,Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR JABALPUR_IDA,,,MAJHOULI,Majauli,23-06-2023,46588,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
Shri Vivek K Tankha,WS/MP106/2023-2024/1518 - Construction of community centers and community halls,Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR JABALPUR_IDA,,,PANAGAR,Madna,23-06-2023,300000,Approved by IDA,Unsanctioned,Rajya Sabha,,,,,,
Shri Vivek K Tankha,WS/MP106/2023-2024/1517 - Construction of buildings for community cultural activities,Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR JABALPUR_IDA,,,KUNDAM,Tauri,23-06-2023,300000,Approved by IDA,Unsanctioned,Rajya Sabha,,,,,,
Shri Vivek K Tankha,NA - Construction of buildings for community cultural activities,Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR JABALPUR_IDA,,,KUNDAM,Jhirna,23-06-2023,250000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
Shri Javed Ali Khan,WS/MP187/2023-2024/1496 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,PURANPUR,Dalippur Itauria,23-06-2023,283200,Approved by IDA,Sanctioned,Rajya Sabha,,,,,,
SHRI K T S Tulsi,WS/MP177/2023-2024/1484 - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI K T S Tulsi,WS/MP177/2023-2024/1486 - Construction of roads,,,,,,,,,,,,,,,,,,,
SHRI K T S Tulsi,WS/MP177/2023-2024/1491 - Development of playground,Normal/Others,Chhattisgarh,Sitting Rajya Sabha,DISTRICT COLLECTOR BILASPUR_IDA,,,BELHA,Mohara,23-06-2023,1500000,Approved by IDA,Sanctioned,Rajya Sabha,,,,,,
SHRI K T S Tulsi,WS/MP177/2023-2024/1492 - Development of playground,Normal/Others,Chhattisgarh,Sitting Rajya Sabha,DISTRICT COLLECTOR BILASPUR_IDA,,,BELHA,Selar,23-06-2023,1500000,Approved by IDA,Sanctioned,Rajya Sabha,,,,,,
Shri Javed Ali Khan,WS/MP187/2023-2024/1533 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,PURANPUR,Kunwarpur T.Anandpur,23-06-2023,283200,Approved by IDA,Sanctioned,Rajya Sabha,,,,,,
Shri Javed Ali Khan,WS/MP187/2023-2024/1534 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,PURANPUR,Kuraiya Khurd Kalan,23-06-2023,283200,Approved by IDA,Sanctioned,Rajya Sabha,,,,,,
Shri Javed Ali Khan,WS/MP187/2023-2024/1535 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,PURANPUR,Gulria Khas,23-06-2023,283200,Approved by IDA,Sanctioned,Rajya Sabha,,,,,,
Shri Javed Ali Khan,WS/MP187/2023-2024/1536 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,,,23-06-2023,283000,Approved by IDA,,Rajya Sabha,,,,,,
Shri Javed Ali Khan,WS/MP187/2023-2024/1537 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,,,23-06-2023,283000,Approved by IDA,,Rajya Sabha,,,,,,
Shri Javed Ali Khan,WS/MP187/2023-2024/1538 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,,,23-06-2023,283000,Approved by IDA,,Rajya Sabha,,,,,,
Shri Javed Ali Khan,WS/MP187/2023-2024/1539 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,,,23-06-2023,283000,Approved by IDA,,Rajya Sabha,,,,,,
Shri Javed Ali Khan,WS/MP187/2023-2024/1540 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,,,23-06-2023,283000,Approved by IDA,,Rajya Sabha,,,,,,
Shri Javed Ali Khan,WS/MP187/2023-2024/1541 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,,,23-06-2023,283000,Approved by IDA,,Rajya Sabha,,,,,,
Shri Javed Ali Khan,WS/MP187/2023-2024/1542 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,,,23-06-2023,283000,Approved by IDA,,Rajya Sabha,,,,,,
Shri Javed Ali Khan,WS/MP187/2023-2024/1497 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,PURANPUR,Abhaipur Madhopur,23-06-2023,283200,Approved by IDA,Sanctioned,Rajya Sabha,,,,,,
Shri Javed Ali Khan,WS/MP187/2023-2024/1572 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,PURANPUR,Mujha Kalan,23-06-2023,283200,Approved by IDA,Sanctioned,Rajya Sabha,,,,,,
Shri Shambhu Sharan Patel,WS/MP001/2023-2024/1487 - Construction of roads,,,,,,,,,,,,,,,,,,,
Shri Shambhu Sharan Patel,WS/MP001/2023-2024/1494 - Construction of roads,,,,,,,,,,,,,,,,,,,
Shri Shambhu Sharan Patel,WS/MP001/2023-2024/1493 - Construction of roads,,,,,,,,,,,,,,,,,,,
Shri Shambhu Sharan Patel,WS/MP001/2023-2024/1490 - Construction of roads,,,,,,,,,,,,,,,,,,,
Shri Shambhu Sharan Patel,WS/MP001/2023-2024/1489 - Construction of roads,,,,,,,,,,,,,,,,,,,
Shri Shambhu Sharan Patel,WS/MP001/2023-2024/1495 - Construction of roads,,,,,,,,,,,,,,,,,,,
Shri Shambhu Sharan Patel,WS/MP001/2023-2024/1488 - Construction of roads,,,,,,,,,,,,,,,,,,,
Shri Vivek K Tankha,WS/MP106/2023-2024/1439 - Construction of roads,,,,,,,,,,,,,,,,,,,
Ramprit Mandal,NA - Street lights,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,JAINAGAR,Silanath Dulipatti,22-06-2023,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Ramprit Mandal,NA - Street lights,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,JAINAGAR,jainagar,22-06-2023,800000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Ramprit Mandal,NA - Street lights,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,JHANJHARPUR,Naruar,22-06-2023,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Ramprit Mandal,NA - Street lights,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,LAUKAHI,Atri,22-06-2023,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Ramprit Mandal,NA - Street lights,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,LAUKAHI,Andhramath,22-06-2023,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Ramprit Mandal,NA - Street lights,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,LAUKAHI,Laukahi,22-06-2023,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Ramprit Mandal,NA - Street lights,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,PHULPARAS,Baika,22-06-2023,800000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Ramprit Mandal,NA - Street lights,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,LADANIA,Khoja,22-06-2023,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Shri Vivek K Tankha,NA - Installing tube-wells and borewells,Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR JABALPUR_IDA,Jabalpur,cantt board,,,22-06-2023,123000,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
Shri Vivek K Tankha,NA - Installing tube-wells and borewells,Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR JABALPUR_IDA,Jabalpur,23-Lokmanya Tilak Ward,,,22-06-2023,286823,Action Pending,Unsanctioned,Rajya Sabha,,,,,,
Ramprit Mandal,NA - Street lights,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,KHAJAULI,Rasidpur,22-06-2023,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Ramprit Mandal,NA - Street lights,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,BABU BARHI,Satghara,22-06-2023,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Ramprit Mandal,NA - Street lights,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,BABU BARHI,Deora,22-06-2023,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Ramprit Mandal,NA - Street lights,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,ANDHRATHARHI,Andhra Tharhi,22-06-2023,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Ramprit Mandal,NA - Street lights,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,ANDHRATHARHI,Andhra Tharhi,22-06-2023,800000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Ramprit Mandal,NA - Street lights,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,ANDHRATHARHI,Rakhwari,22-06-2023,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Ramprit Mandal,NA - Street lights,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,ANDHRATHARHI,Gonauli,22-06-2023,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Ramprit Mandal,NA - Street lights,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,ANDHRATHARHI,Harri,22-06-2023,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Ramprit Mandal,NA - Street lights,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,LADANIA,Sidhap Kalan,22-06-2023,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Ramprit Mandal,NA - Street lights,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,BASOPATTI,Bhaiapatti,22-06-2023,800000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Ramprit Mandal,NA - Street lights,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,RAJNAGAR,Mangrauni,22-06-2023,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Ramprit Mandal,NA - Street lights,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,LAKHNAUR,Daia Khaorwar,22-06-2023,800000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Ramprit Mandal,NA - Street lights,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,LAUKAHA (KHUTAUNA),Durgipatti,22-06-2023,1000000,Action Pending,Unsanctioned,Lok Sabha,,,,,,
Ramprit Mandal,WS/MP508/2023-2024/1465 - Construction of Rainwater Harvesting Parks –demo projects – subject to only one per municipality,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,PHULPARAS,Bathnaha,22-06-2023,550000,Approved by IDA,Sanctioned,Lok Sabha,,,,,,
Ramprit Mandal,WS/MP508/2023-2024/1466 - Construction of Rainwater Harvesting Parks –demo projects – subject to only one per municipality,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,MADHEPUR,Birpur Burh,22-06-2023,550000,Approved by IDA,Sanctioned,Lok Sabha,,,,,,
Ramprit Mandal,WS/MP508/2023-2024/1467 - Construction of Rainwater Harvesting Parks –demo projects – subject to only one per municipality,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,LADANIA,Khoja,22-06-2023,550000,Approved by IDA,Sanctioned,Lok Sabha,,,,,,
Ramprit Mandal,WS/MP508/2023-2024/1470 - Construction of Rainwater Harvesting Parks –demo projects – subject to only one per municipality,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,LAUKAHI,Laukahi,22-06-2023,550000,Approved by IDA,Sanctioned,Lok Sabha,,,,,,
Ramprit Mandal,WS/MP508/2023-2024/1469 - Construction of Rainwater Harvesting Parks –demo projects – subject to only one per municipality,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,LAUKAHI,Laukahi,22-06-2023,550000,Approved by IDA,Sanctioned,Lok Sabha,,,,,,
Ramprit Mandal,WS/MP508/2023-2024/1468 - Construction of Rainwater Harvesting Parks –demo projects – subject to only one per municipality,Normal/Others,Bihar,JHANJHARPUR,DISTRICT PLANNING OFFICER MADHUBANI_IDA,,,PHULPARAS,Bairiahi,22-06-2023,550000,Approved by IDA,Sanctioned,Lok Sabha,,,,,,
Smt Veena Devi ,WS/MP317/2023-2024/1389 - Construction of bus-sheds or bus-stops,Normal/Others,Bihar,VAISHALI,DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA,,,SARAIYA,Rewa Dih,21-06-2023,1461500,Approved by IDA,Sanctioned,Lok Sabha,,,,,,
Smt Veena Devi ,WS/MP317/2023-2024/1399 - Construction of bus-sheds or bus-stops,Normal/Others,Bihar,VAISHALI,DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA,,,PAROO,Jagarnathpur Nagwan,21-06-2023,1464400,Approved by IDA,Sanctioned,Lok Sabha,,,,,,
Smt Veena Devi ,WS/MP317/2023-2024/1398 - Construction of bus-sheds or bus-stops,Normal/Others,Bihar,VAISHALI,DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA,,,PAROO,Phularh,21-06-2023,1464400,Approved by IDA,Sanctioned,Lok Sabha,,,,,,
Smt Veena Devi ,WS/MP317/2023-2024/1397 - Construction of bus-sheds or bus-stops,Normal/Others,Bihar,VAISHALI,DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA,,,PAROO,Paru Khas,21-06-2023,1464400,Approved by IDA,Sanctioned,Lok Sabha,,,,,,
Smt Veena Devi ,WS/MP317/2023-2024/1388 - Construction of bus-sheds or bus-stops,Normal/Others,Bihar,VAISHALI,DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA,,,SARAIYA,Amuara Chaube,21-06-2023,1461500,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
Smt Veena Devi ,WS/MP317/2023-2024/1392 - Construction of bus-sheds or bus-stops,Normal/Others,Bihar,VAISHALI,DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA,,,SAHEBGANJ,Naya Tola Madhubani,21-06-2023,1463300,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
Smt Veena Devi ,WS/MP317/2023-2024/1390 - Construction of bus-sheds or bus-stops,Normal/Others,Bihar,VAISHALI,DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA,,,SARAIYA,Basaitha,21-06-2023,1461500,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
Smt Veena Devi ,WS/MP317/2023-2024/1391 - Construction of bus-sheds or bus-stops,Normal/Others,Bihar,VAISHALI,DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA,,,SAHEBGANJ,Baijnathpur,21-06-2023,1463300,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
Smt Veena Devi ,WS/MP317/2023-2024/1401 - Purchase of books and periodicals for libraries,Normal/Others,Bihar,VAISHALI,DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA,,,PAROO,Paru Khas,21-06-2023,2200000,Approved by IDA,Sanctioned,Lok Sabha,,,,,,
Smt Veena Devi ,WS/MP317/2023-2024/1393 - Construction of bus-sheds or bus-stops,Normal/Others,Bihar,VAISHALI,DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA,,,SAHEBGANJ,Shahpurpatti,21-06-2023,1463300,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
Shri DV Sadananda Gowda ,WS/MP335/2023-2024/1385 - Construction of rooms and halls in school and colleges,Repair and Renovation,Karnataka,BANGALORE NORTH,DEPUTY COMMISSIONER BANGALORE URBAN_IDA,BBMP,WARD NO 46,,,21-06-2023,500000,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
Smt Veena Devi ,WS/MP317/2023-2024/1395 - Construction of bus-sheds or bus-stops,Normal/Others,Bihar,VAISHALI,DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA,,,SAHEBGANJ,Rajapur,21-06-2023,1463300,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
Smt Veena Devi ,WS/MP317/2023-2024/1396 - Construction of bus-sheds or bus-stops,Normal/Others,Bihar,VAISHALI,DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA,,,PAROO,Fatehabad,21-06-2023,1464400,Approved by IDA,Sanctioned,Lok Sabha,,,,,,
Smt Veena Devi ,WS/MP317/2023-2024/1400 - Construction of bus-sheds or bus-stops,Normal/Others,Bihar,VAISHALI,DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA,,,PAROO,Deoria,21-06-2023,1464400,Approved by IDA,Sanctioned,Lok Sabha,,,,,,
Smt Veena Devi ,WS/MP317/2023-2024/1394 - Construction of bus-sheds or bus-stops,Normal/Others,Bihar,VAISHALI,DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA,,,SAHEBGANJ,Manaen,21-06-2023,1463300,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
Smt Veena Devi ,WS/MP317/2023-2024/1402 - Purchase of books and periodicals for libraries,Normal/Others,Bihar,VAISHALI,DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA,,,SARAIYA,Abhi Chhapra,21-06-2023,2200000,Approved by IDA,Sanctioned,Lok Sabha,,,,,,
Shri Som Prakash ,WS/MP378/2023-2024/1406 - Crematoriums or structures on burial/ cremation ground for public convenience,Normal/Others,Punjab,HOSHIARPUR(SC),DEPUTY COMMISSIONER HOSHIARPUR_IDA,,,DASUYA,Makhowal (176),21-06-2023,200000,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
Shri Som Prakash ,WS/MP378/2023-2024/1416 - Construction of roads,,,,,,,,,,,,,,,,,,,
Shri Som Prakash ,NA - Construction of community centers and community halls,Repair and Renovation,Punjab,HOSHIARPUR(SC),DEPUTY COMMISSIONER HOSHIARPUR_IDA,Hoshiarpur,46,,,21-06-2023,400000,Rejected by IDA,Unsanctioned,Lok Sabha,,,,,,
Shri Som Prakash ,NA - Construction of community centers and community halls,Normal/Others,Punjab,HOSHIARPUR(SC),DEPUTY COMMISSIONER HOSHIARPUR_IDA,Hoshiarpur,43,,,21-06-2023,400000,Rejected by IDA,Unsanctioned,Lok Sabha,,,,,,
Shri Som Prakash ,NA - Construction of community centers and community halls,Normal/Others,Punjab,HOSHIARPUR(SC),DEPUTY COMMISSIONER HOSHIARPUR_IDA,Hoshiarpur,50,,,21-06-2023,500000,Rejected by IDA,Unsanctioned,Lok Sabha,,,,,,
Shri Som Prakash ,NA - Construction of roads,,,,,,,,,,,,,,,,,,,
Shri Som Prakash ,WS/MP378/2023-2024/1409 - Crematoriums or structures on burial/ cremation ground for public convenience,Normal/Others,Punjab,HOSHIARPUR(SC),DEPUTY COMMISSIONER HOSHIARPUR_IDA,,,DASUYA,Dulminwal (166),21-06-2023,150000,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
Shri Som Prakash ,WS/MP378/2023-2024/1408 - Construction of roads,,,,,,,,,,,,,,,,,,,
Shri Som Prakash ,WS/MP378/2023-2024/1407 - Development of playground,Normal/Others,Punjab,HOSHIARPUR(SC),DEPUTY COMMISSIONER HOSHIARPUR_IDA,,,DASUYA,Mian Ka Pind (152),21-06-2023,200000,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
Shri Som Prakash ,WS/MP378/2023-2024/1384 - Crematoriums or structures on burial/ cremation ground for public convenience,Normal/Others,Punjab,HOSHIARPUR(SC),DEPUTY COMMISSIONER HOSHIARPUR_IDA,,,HAJIPUR,Mawa (559),21-06-2023,300000,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
Smt Veena Devi ,WS/MP317/2023-2024/1403 - Purchase of books and periodicals for libraries,Normal/Others,Bihar,VAISHALI,DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA,,,MOTIPUR,Chainpur,21-06-2023,2200000,Approved by IDA,Sanctioned,Lok Sabha,,,,,,
Shri Som Prakash ,WS/MP378/2023-2024/1383 - Street lights,Normal/Others,Punjab,HOSHIARPUR(SC),DEPUTY COMMISSIONER HOSHIARPUR_IDA,,,HAJIPUR,Begpur Kamloh (292),21-06-2023,109200,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
Shri Som Prakash ,WS/MP378/2023-2024/1382 - Construction of additional rooms and halls in the existing public and community building,Normal/Others,Punjab,HOSHIARPUR(SC),DEPUTY COMMISSIONER HOSHIARPUR_IDA,,,HAJIPUR,Chima (283),21-06-2023,200000,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
Shri Som Prakash ,WS/MP378/2023-2024/1361 - Construction of roads,,,,,,,,,,,,,,,,,,,
Shri Som Prakash ,WS/MP378/2023-2024/1360 - Setting up of kitchen and pantries,Normal/Others,Punjab,HOSHIARPUR(SC),DEPUTY COMMISSIONER HOSHIARPUR_IDA,,,MUKERIAN,Kaulpur Kalan (329),21-06-2023,100000,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
Shri Som Prakash ,WS/MP378/2023-2024/1417 - Construction of community centers and community halls,Normal/Others,Punjab,HOSHIARPUR(SC),DEPUTY COMMISSIONER HOSHIARPUR_IDA,,,HOSHIARPUR-II,Chak Harnoli (503),21-06-2023,200000,Approved by IDA,Unsanctioned,Lok Sabha,,,,,,
Smt Veena Devi ,WS/MP317/2023-2024/1386 - Construction of bus-sheds or bus-stops,Normal/Others,Bihar,VAISHALI,DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA,,,MOTIPUR,Chainpur,21-06-2023,1456100,Approved by IDA,Sanctioned,Lok Sabha,,,,,,
Smt Veena Devi ,WS/MP317/2023-2024/1405 - Purchase of books and periodicals for libraries,Normal/Others,Bihar,VAISHALI,DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA,,,MINAPUR,Ali Neora,21-06-2023,2200000,Approved by IDA,Sanctioned,Lok Sabha,,,,,,
Smt Veena Devi ,WS/MP317/2023-2024/1404 - Purchase of books and periodicals for libraries,Normal/Others,Bihar,VAISHALI,DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA,,,SAHEBGANJ,Baijnathpur,21-06-2023,2200000,Approved by IDA,Sanctioned,Lok Sabha,,,,,,
Smt Veena Devi ,WS/MP317/2023-2024/1387 - Construction of bus-sheds or bus-stops,Normal/Others,Bihar,VAISHALI,DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA,,,MOTIPUR,Damodarpur,21-06-2023,1456100,Approved by IDA,Sanctioned,Lok Sabha,,,,,,
Shri Som Prakash ,WS/MP378/2023-2024/1418 - Construction of roads,,,,,,,,,,,,,,,,,,,
Shri Javed Ali Khan,WS/MP187/2023-2024/1426 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,PURANPUR,Mujha Kalan,21-06-2023,283200,Approved by IDA,Sanctioned,Rajya Sabha,,,,,,
Shri Javed Ali Khan,WS/MP187/2023-2024/1378 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,PURANPUR,Tulsipur,21-06-2023,283200,Approved by IDA,Sanctioned,Rajya Sabha,,,,,,
Shri Javed Ali Khan,WS/MP187/2023-2024/1380 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,PURANPUR,Khiri Naubaramad,21-06-2023,283200,Approved by IDA,Sanctioned,Rajya Sabha,,,,,,
Shri Javed Ali Khan,WS/MP187/2023-2024/1381 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,PURANPUR,Kiratpur T. Madho Tanda,21-06-2023,283200,Approved by IDA,Sanctioned,Rajya Sabha,,,,,,
Shri Javed Ali Khan,WS/MP187/2023-2024/1419 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,PURANPUR,Akbarpur,21-06-2023,283200,Approved by IDA,Sanctioned,Rajya Sabha,,,,,,
Shri Javed Ali Khan,WS/MP187/2023-2024/1420 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,PURANPUR,Jagatpur,21-06-2023,283200,Approved by IDA,Sanctioned,Rajya Sabha,,,,,,
Shri Javed Ali Khan,WS/MP187/2023-2024/1421 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,PURANPUR,Maini Gulria,21-06-2023,283200,Approved by IDA,Sanctioned,Rajya Sabha,,,,,,
Shri Javed Ali Khan,WS/MP187/2023-2024/1422 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,PURANPUR,Maini Gulria,21-06-2023,283200,Approved by IDA,Sanctioned,Rajya Sabha,,,,,,
Shri Javed Ali Khan,WS/MP187/2023-2024/1423 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,PURANPUR,Jagatpur,21-06-2023,283200,Approved by IDA,Sanctioned,Rajya Sabha,,,,,,
